"Token", "Item Name", "Description", "Category", "SKU", "Variation Name", "Price", "Enabled Fraser Highland Shoppe", "Current Quantity Fraser Highland Shoppe", "New Quantity Fraser Highland Shoppe", "Stock Alert Enabled Fraser Highland Shoppe", "Stock Alert Count Fraser Highland Shoppe", "Price Fraser Highland Shoppe", "Enabled DEVEL", "Current Quantity DEVEL", "New Quantity DEVEL", "Stock Alert Enabled DEVEL", "Stock Alert Count DEVEL", "Price DEVEL", "Tax - GST (5%)"
,"Pendant - Shandwick Knot","Pendant - Shandwick Knot",Pendant,PEN-Knot-Shandwick,Regular,17.14,Y,3,3,Y,0,,N,,,,,,Y
,"Pendant ? Brighid-Goddess","Pendant ? Brighid-Goddess",Pendant,PEN-Brighid-Goddess,Regular,17.14,Y,2,2,Y,1,,N,,,,,,Y
,"Pendant ? Maple Leaf","Pendant ? Maple Leaf",Pendant,PEN-ML-1,Regular,13.33,Y,0,0,Y,0,,N,,,,,,Y
,"Pendant High Cross","Pendant High Cross (Medium)",Pendant,PEN-Cross-High,Regular,17.14,Y,3,3,Y,0,,N,,,,,,Y
,"Pendant with chain -  Knot-Ulbster","Pendant with chain -  Knot-Ulbster",Pendant,PEN-Knot-Ulbster,Regular,17.14,Y,-1,-1,Y,1,,N,,,,,,Y
,"Pendant with chain - dancer-Irish","Pendant with chain - dancer-Irish",Pendant,PEN-chain-dancer-Irish,Regular,14.28,Y,2,2,Y,0,,N,,,,,,Y
,"Pendant with chain ? dancer","Pendant with chain ? dancer",Pendant,PEN-chain-dancer,Regular,14.28,Y,0,0,Y,1,,N,,,,,,Y
,"Pendant with chain ? Piper","Pendant with chain ? Piper",Pendant,PEN-chain-piper,Regular,14.28,Y,0,0,Y,0,,N,,,,,,Y
,"Pendant with chain ? Transformation Knot","Pendant with chain ? Transformation Knot",Pendant,PEN-Knot-Transformation,Regular,17.14,Y,0,0,Y,1,,N,,,,,,Y
,"Brass D Whistle","Brass D Whistle","Penny Whistle",08AWAL-1520,Regular,9.52,Y,-1,-1,Y,1,,N,,,,,,Y
,"Irish Tin Whistle D","Irish Tin Whistle (Walton&#039;s D whistle)","Penny Whistle",08AWAL-1501,Regular,13.33,Y,1,1,Y,1,,N,,,,,,Y
,"Irish Tin Whistle twin pack","Irish Tin Whistle","Penny Whistle",08AWAL-1504,Regular,15.00,Y,10,10,Y,1,,N,,,,,,Y
,"Penny Whistle Eb","E Flat Penny Whistle.","Penny Whistle",PWEB,Regular,13.50,Y,6,6,Y,0,,N,,,,,,Y
,"Bagpipes Blackwood Chanter - Dunbar","The Dunbar Pipe Chanter Blackwood - The Dunbar Blackwood Pipe Chanter is a good pipe chanter and well balanced across all notes. The chanter usually pitches between 478 Hz and 482 Hz. A good pipe chanter is the most important part of the bagpipe, so it is important to get the correct one for your needs. ","Pipe Chanter",BP-CH-D-BW,Regular,285.71,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipes Blackwood Chanter - McCallum McC2","McCallum McC2 Balckwood Pipe Chanter - The McCallum McC2 Pipe Chanter has fast become one of the more popular choices for solo pipers. The chanter was designed with the help of Willie McCallum. The chanter is easy to reed and takes a wide variety of reeds. This chanter pitches a bit lower than normal band chanters. It usually comes in at around chanter usually pitches between 473 Hz and 476 Hz. Each McC2 chanter is tested by Willie McCallum before it is sent out to the customer. ","Pipe Chanter",BP-CH-MC-BW,Regular,361.90,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipes Blackwood Chanter - Shepherd","The Shepherd Pipe Chanter - The Shepherd Blackwood Pipe chanter is one of the most popular chanters on the market today. It has been consistently used by some of the worlds best pipe bands for many years. The chanter has a well balanced scale, and good volume. The chanter is easy to reed and works best with the Shepherd or Ross pipe chanter reeds. The chanter usually pitches between 476 Hz and 479 Hz. A good pipe chanter is the most important part of the bagpipe, so it is important to get the correct one for your needs. ","Pipe Chanter",BP-CH-SH-BW,Regular,357.14,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipes Poly Chanter - Dunbar","The Dunbar Pipe Chanter - Dunbar Pipe Chanter is a good pipe chanter and well balanced across all notes. The chanter usually pitches between 478 Hz and 482 Hz. A good pipe chanter is the most important part of the bagpipe, so it is important to get the correct one for your needs. ","Pipe Chanter",BP-CH-D-Poly,Regular,200.00,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipes Poly Chanter - G1","The G1 Platinum Chanter has been designed and crafted to provide the highest quality sound with optimum comfortability. The chanter easily reaches the demands of the modern day pitch, stability and tonal quality without having oversized holes.","Pipe Chanter",BP-CH-G1-Poly,Regular,200.00,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipes Poly Chanter - McCallum ","McCallum Pipe Chanter Poly - The McCallum Pipe Chanter - Is one of the most popular pipe chanters on the market today. It is being used by some of the best bands in the world. The chanter is easy to reed and takes a wide variety of reeds. The chanter usually pitches between 477 Hz and 482 Hz. A good pipe chanter is the most important part of the bagpipe, so it is important to get the correct one for your needs","Pipe Chanter",BP-CH-MC-Poly,Regular,190.48,Y,0,0,Y,0,,N,,,,,,Y
,"Bagpipes Poly Chanter - Shepherd","The Shepherd Pipe Chanter - The Shepherd Poly Pipe chanter is one of the most popular chanters on the market today. It has been consistently used by some of the worlds best pipe bands for many years. The chanter has a well balanced scale, and good volume. The chanter is easy to reed and works best with the Shepherd or Ross pipe chanter reeds. The chanter usually pitches between 476 Hz and 479 Hz. A good pipe chanter is the most important part of the bagpipe, so it is important to get the correct one for your needs. ","Pipe Chanter",BP-CH-SH-Poly,Regular,225.00,Y,0,0,Y,0,,N,,,,,,Y
,"Dunbar Deluxe Poly Long PC","Dunbar Deluxe Poly Long PC -  Top Section Ferrule - Available in plain or hand engraved imitation ivory or aluminum.   Bottom Section Sole - Available in plain or hand engraved imitation ivory or aluminum ","Practice Chanter",pc-dunbar-long-delux,Regular,121.50,Y,0,0,Y,0,,N,,,,,,Y
,"Dunbar Deluxe Poly Long PC - Aluminum Ferrule and Sole","Dunbar Deluxe Poly Long Practice Chanter -  Top Section Ferrule plain aluminum.   Bottom Section Sole plain aluminum.  - includes removable watertrap to keep excessive moisture away from your reed.

All ferrules and soles are threaded.  Also has countersunk finger holes with pipe chanter spacing.","Practice Chanter",pc-dunbar-ld-pcxl4a,Regular,121.50,Y,0,0,Y,0,,N,,,,,,Y
,"Dunbar Poly Child Practice Chanter","Dunbar Child Length Practice Chanter -  Polypenco practice chanter.  The total length is 15 1/4"" long, with countersunk finger holes and rubber O rings instead of hemp.

This chanter uses the same bottom section as the Dunbar regular practice chanter so when your child outgrows this, simply purchase a regular practice chanter top and the chanter now becomes a regular length practice chanter.","Practice Chanter",pc-dunbar-r-pccl,Regular,78.10,Y,0,0,Y,0,,N,,,,,,Y
,"Dunbar Poly Regular Practice Chanter","Dunbar Regular Length Practice Chanter -  Polypenco practice chanter.  The total length is 18.625"" long, with countersunk finger holes and rubber O rings instead of hemp.
","Practice Chanter",pc-dunbar-r-pcrl1,Regular,78.10,Y,1,1,Y,0,,N,,,,,,Y
,"Dunbar Practice Chanter Top - Child","This is the top of the Child&#039;s practice chanter from Dunbar","Practice Chanter",pc-dunbar-top-child,Regular,22.50,Y,0,0,Y,0,,N,,,,,,Y
,"Dunbar Practice Chanter Top - Regular","This is the top of the regular practice chanter from Dunbar","Practice Chanter",pc-dunbar-top-regula,Regular,22.50,Y,0,0,Y,0,,N,,,,,,Y
,"Dunbar Regular Practice Chanter - Chanter bottom ONLY","This is the Regular sized Dunbar Practice chanter - chanter only (no top)","Practice Chanter",pc-dunbar-chanter-ch,Regular,48.00,Y,0,0,Y,0,,N,,,,,,Y
,"Fagerstrom TechnoChanter","The Fagerstrom electronic Technochanter is a lightweight compact chanter. This full size electronic practice chanter is an ideal complement to your regular practice chanter.
It comes complete with a set
of headphones. This chanter uses earphones to hear you playing. This way you are the only person who hears you practice. It is perfect for practicing on bus&#039;s trains, in bed or at church! As well, this chanter is designed so that you can play a natural C or F. The precision of the electronics make this chanter unforgiving at detecting crossing noises. The unit is specially programmed to shut down after a period of inactivity to conserve battery power. This unit uses 3 1.5 volt batteries. This should give you the approximate playing time of 50 to 60 hours per set of batteries. The Technochanter is perfect for traveling as it will easily fit in your luggage without taking up too much room. Chanters are available in black only A soft case is available for this chanter. ","Practice Chanter",bp-ftc,Regular,300.00,Y,0,0,Y,0,,N,,,,,,Y
,"Fagerstrom TechnoPipes","TechnoPipes - by Fagerstrom The TechnoPipes are a full size electronic Bagpipe is an ideal complement to your regular practice chanter. It comes complete with a set of headphones. This chanter uses earphones to hear you playing. This way you are the only person who hears you practice. It is perfect for practicing on bus&#039;s trains, in bed or at church! As well, this chanter is designed so that you can play a natural C or F. The precision of the electronics make this chanter unforgiving at detecting crossing noises. The unit is specially programmed to shut down after a period of inactivity to conserve battery power. The Biggest differences between the TechnoPipes and the TechnoChanter is that the TechnoPipes have a lot more options included in the unit. The additional options included in the TechnoPipes are; Authentic Highland Bagpipe, and two different smallpipe Sounds. Drone sound with optional E or D drones. A built in Metronome. Recordable playback capabilities, and Midi Output. This unit uses 1 AAA battery . The TechnoPipes is perfect for traveling as it will easily fit in your luggage without taking up too much room. Chanters are available in black, clear (pictured right), or white. This chanter is a must for the serious Piper. A soft case is available for this chanter. ","Practice Chanter",bp-ftp,Regular,452.38,Y,0,0,Y,0,,N,,,,,,Y
,"McCallum Practice Chanter Child","McCallum Practice Chanter Practice Chanter","Practice Chanter",M-BP-PC1,Regular,65.00,Y,0,0,Y,0,,N,,,,,,Y
,"McCallum Practice Chanter Long","McCallum Practice Chanter Long length","Practice Chanter",M-BP-PC4,Regular,78.10,Y,0,0,Y,0,,N,,,,,,Y
,"McCallum Practice Chanter Regular","McCallum Practice Chanter Regular ","Practice Chanter",M-BP-PC2,Regular,65.00,Y,2,2,Y,2,,N,,,,,,Y
,"Pipers Choice Chanter Mouthpiece with Water Trap","Practice Chanter Top with Water Trap - This practice chanter top is made by Pipers&#039; Choice, it is designed to fit any of their practice chanters. It is made of polypenco. The water trap is built into the top of the practice chanter mouthpiece, and is easily emptied by tipping the mouthpiece upside-down. This can be added on to the price of any of the Pipers&#039; Choice practice chanters or ordered separately. This practice chanter top can fit most practice chanters on the market.","Practice Chanter",PC-PC-WaterTrap,Regular,23.82,Y,0,0,Y,0,,N,,,,,,Y
,"Pipers Choice Child Chanter","Pipers&#039; Choice Child&#039;s - The Pipers&#039; Choice Child&#039;s practice chanter is a 3/4 size practice chanter made for children. The hole spacing on the chanter is closer together so that children can fit their fingers over the holes. It is an economical practice chanter that provides a good tone. All practice chanters have counter sunk holes, and come with a practice chanter reed. ","Practice Chanter",PC-PC-Child,Regular,61.90,Y,1,1,Y,1,,N,,,,,,Y
,"Pipers Choice Long Chanter","Pipers&#039; Choice Long - This Pipers&#039; Choice long practice chanter is longer in length than the regular length practice chanter. It has the same hole spacing as a highland bagpipe chanter. It is an economical practice chanter that provides a good tone. Pipers&#039; Choice practice chanters are the most popular brand of practice chanters that we sell. All practice chanters have counter sunk holes, and come with a practice chanter reed. ","Practice Chanter",PC-PC-Long,Regular,69.52,Y,1,1,Y,1,,N,,,,,,Y
,"Pipers Choice Long Chanter Deluxe","Pipers&#039; Choice Deluxe Long - This Pipers&#039; Choice Deluxe Long practice chanter is longer in length than the regular length practice chanter. It has the same hole spacing as a highland bagpipe chanter. It comes with an imitation Ivory sole and ferrule. This is an economical practice chanter that provides a good tone. Pipers&#039; Choice practice chanters are the most popular brand of practice chanters that we sell. All practice chanters have counter sunk holes, and come with a practice chanter reed. ","Practice Chanter",PC-PC-Long-Deluxe,Regular,95.24,Y,1,1,Y,0,,N,,,,,,Y
,"Pipers Choice Regular Chanter","Pipers&#039; Choice Regular - This Pipers&#039; Choice regular practice chanter is a standard length chanter. It is an economical practice chanter that provides a good tone. Pipers&#039; Choice practice chanters are the most popular brand of practice chanters that we sell. All practice chanters have counter sunk holes, and come with a practice chanter reed","Practice Chanter",PC-PC-Reg,Regular,61.90,Y,1,1,Y,0,,N,,,,,,Y
,"Pipers Choice Regular Chanter Deluxe","Pipers&#039; Choice Deluxe Regular - This Pipers&#039; Choice Deluxe practice chanter is a regular length practice chanter. It comes with an imitation Ivory sole and ferrule. This is an economical practice chanter that provides a good tone. Pipers&#039; Choice practice chanters are the most popular brand of practice chanters that we sell. All practice chanters have counter sunk holes, and come with a practice chanter reed. ","Practice Chanter",PC-PC-Reg-Deluxe,Regular,90.47,Y,1,1,Y,1,,N,,,,,,Y
,"Ross Electronic Bagpipes","The Ross Electronic Bagpipe is an affordable, high quality digital instrument. The unit can be programmed to play in the regular key of b-flat or one of seven different keys to match the pitch of other instruments. This gives you the versatility of being able to play along with many different instruments. This way the piper is no longer the only person in the group who is bound to just playing in one key. As well, there is a harmony button where it will automatically play harmonies with every note. The unit is easily configured to remember volume and key settings if desired. The unit is specially programmed to shut down after a period of inactivity to conserve battery power. The unit may be used with it&#039;s built in speaker, or it can be used with headphones. There is also the option of hooking this unit up to a external amplifier. This unit uses easily replaceable 9 volt batteries., equally suitable for use as a convenient practice chanter or, with an amplifier, for live performance. A great product! and perfect for pipers of all skill levels. ","Practice Chanter",bp-reb,Regular,290.48,Y,0,0,Y,0,,N,,,,,,Y
,"Ross MicroPipes ","Micro-Pipes: Electronic Practice Chanter Made by Ross. The Micro-Pipes are an affordable practice chanter that electronically reproduces the sound of the Standard Great highland Bagpipe chanter scale in the key of b flat without drone accompaniment. The notes are played in a very realistic manner by covering electronic touch sensors, positioned to exactly match the finger spacing of a regular pipe chanter. You can increase or lower the volume of the unit to suit your requirements. This unit takes 2 AAA batteries. There is no external sound box on this unit so head phones which come with the unity are used to hear the sound. If you are in the market for a low cost high quality electronic practice chanter, than this is the one for you. Headphones are included. A soft case is available for the MicroPipes ","Practice Chanter",bp-rmp,Regular,200.00,Y,0,0,Y,0,,N,,,,,,Y
,"Shepherd Long Chanter","Shpeherd Long has the same hole spacing as a highland bagpipe chanter. ","Practice Chanter",PC-Shepherd-Long,Regular,142.86,Y,1,1,Y,0,,N,,,,,,Y
,"Shepherd Practice Chanter","Shpeherd practice chanter.","Practice Chanter",PC-Shepherd-Reg,Regular,95.23,Y,2,2,Y,0,,N,,,,,,Y
,"Padded Practice Chanter Case 24 long rounded","Padded Practice Chanter Case 24"" rounded","Practice Chanter Case",KACS-PC-P24R,Regular,15.24,Y,0,0,Y,0,,N,,,,,,Y
,"Padded Practice Chanter Case 24x3","Padded Practice Chanter Case 24"" x 3""","Practice Chanter Case",KACS-PC-P243,Regular,15.40,Y,0,0,Y,0,,N,,,,,,Y
,"Padded Practice Chanter Case 24x6","Padded Practice Chanter Case 24"" x 6""","Practice Chanter Case",KACS-PC-P24,Regular,16.00,Y,0,0,Y,1,,N,,,,,,Y
,"Padded Practice Chanter Case 24x8","Padded Practice Chanter Case 24"" x 8""","Practice Chanter Case",KACS-PC-P248,Regular,25.00,Y,1,1,Y,0,,N,,,,,,Y
,"Padded Practice Chanter Case 26x10","Padded Practice Chanter Case 26"" x 10""","Practice Chanter Case",KACS-PC-P2610,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"Practice Chanter Case","Practice Chanter Case 24x4.5","Practice Chanter Case",BP-K-Case,Regular,15.24,Y,2,2,Y,2,,N,,,,,,Y
,"Practice Chanter Reed","Practice Chanter Reed","Practice Chanter Reed",BP-PC-Reed,Regular,9.52,Y,1,1,Y,0,,N,,,,,,Y
,"Reed - Abbott Practice Chanter Reed","The Abbott practice chanter reed is known for it&#039;s full tone and wide blades. This will give your practice chanter a small pipe like sound when playing. Having a good sounding practice chanter reed is very important for playing a practice chanter. All of our practice chanter reeds are all pre-tested before shipping. They are packaged individually in a plastic reed pack to protect them when not in use. All practice chanter reeds come with a free reed adsorb to help with moisture control in the practice chanter.","Practice Chanter Reed",pc-reed-abbott,Regular,14.76,Y,1,1,Y,0,,N,,,,,,Y
,"Reed - Elite Practice Chanter","The Elite Practice chanter reed gives you a bolder, more robust sound from a traditional practice reed. This gives you a truer chanter sound making your practice time more enjoyable.","Practice Chanter Reed",pc-reed-elite,Regular,16.66,Y,0,0,Y,0,,N,,,,,,Y
,"Reed - Pipers Choice Practice Chanter","The Q practice chanter reed is one of the best selling practice reeds that we carry. It fits well in pretty much any chanter. It take a medium air flow, and provides good volume. Having a good sounding practice chanter reed is very important for playing a practice chanter. All of our practice chanter reeds are all pre-tested before shipping. They are packaged individually in a plastic reed pack to protect them when not in use. All practice chanter reeds come with a free reed adsorb to help with moisture control in the practice chanter. ","Practice Chanter Reed",pc-reed-pcQ,Regular,6.43,Y,2,2,Y,2,,N,,,,,,Y
,"Reed - Red (Warnock)","The red practice chanter reed made by Warnock is one of the most popular makes that we carry. These reeds go great in some of the older lower pitched chanters. They do not take as much air, and have less volume than other reeds. Having a good sounding practice chanter reed is very important for playing a practice chanter. All of our practice chanter reeds are all pre-tested before shipping. They are packaged individually in a plastic reed pack to protect them when not in use. All practice chanter reeds come with a free reed adsorb to help with moisture control in the practice chanter. ","Practice Chanter Reed",pc-reed-red,Regular,9.76,Y,10,10,Y,1,,N,,,,,,Y
,"Reed - Walsh Practice Chanter","The Walsh practice chanter reed is one of the best selling practice reeds that we carry. It fits well in pretty much any chanter. It take a medium air flow, and provides good volume. Having a good sounding practice chanter reed is very important for playing a practice chanter. All of our practice chanter reeds are all pre-tested before shipping. They are packaged individually in a plastic reed pack to protect them when not in use. All practice chanter reeds come with a free reed adsorb to help with moisture control in the practice chanter.","Practice Chanter Reed",pc-reed-walsh,Regular,9.52,Y,6,6,Y,1,,N,,,,,,Y
,"Shepherd Practice Chanter Reed","Shepherd Practice Chanter Reed","Practice Chanter Reed",R06,Regular,10.00,Y,1,1,Y,1,,N,,,,,,Y
,"Black Out Practice Pad w/ Rim - Extreme Resistance, 10""","Improve your endurance, speed and power at any dynamic range, stroke height and surface tension by using our Variant Resistance Training (VRT) engineered products. Extreme Resistance, Volume Level - 2, 2.80 lbs.
.750? gauge featuring our open-cell rubber surface structure with a durable black fabric top.
Countersunk, non-marking rim produces realistic feel and sound for rim shots.
Available in three sizes (8?-10?-12?) playing surfaces.
.200? recycled bottom pad for a second practice surface.
Pad fits on a snare stand, drum, or in your lap.
Baltic Birch ply base construction.
American Made","Practice Pad",BLACKOUTPAD10,Regular,76.19,Y,1,1,Y,0,,N,,,,,,Y
,"Cameron Practice Pad Hard","Hard Cameron practice pad.","Practice Pad",D-PP-Cam-H,Regular,44.76,Y,0,0,Y,0,,N,,,,,,Y
,"Cameron Practice Pad Medium","Medium Cameron practice pad.","Practice Pad",D-PP-Cam-M,Regular,44.76,Y,0,0,Y,0,,N,,,,,,Y
,"Cameron Practice Pad Soft","Soft Cameron practice pad.","Practice Pad",D-PP-Cam-S,Regular,44.76,Y,1,1,Y,0,,N,,,,,,Y
,"Marksman Dual-sided Practice Pad - 12""","For the student who is not sure what to look for in a training block, the Marksman ProLogix is clearly a winner. This pad has four distinct playing surfaces of the ProLogix family. Side A is a super soft Blue Lightning outer surface with a 3 ""Red Storm inner surface that lets you hear and feel when you play outside the center. Side B has a Logix 3 center target even more firm surrounded by recycled tire rubber springs. It&#039;s great to keep your hands guessing when building chops. Sweetwater drummers can not say enough good things about the MDF shell on which the ProLogix Marksman and the other ProLogix pads are built, which is solid in the hand and will not break in the event of a fall.
Great for students and beginners
Four distinct playing surfaces
Blue Lightning, Red Storm, and green Logix surfaces range from soft to firm
Recycled tire rubber is extra bouncy - perfect for building muscle
Allows you to hear and feel when you play outside the center
Durable MDF shell stands up to wear and tear","Practice Pad",MPAD12D,Regular,66.67,Y,1,1,Y,0,,N,,,,,,Y
,"Remo Practice Pad",,"Practice Pad",remopad,Regular,28.57,Y,2,2,Y,1,,N,,,,,,Y
,"Vic Firth Pad12 Practice Pad","Vic Firth Pad12 Practice Pad.

Available with soft rubber for quiet practice. Features a non-skid rubber base.","Practice Pad",D-Pad12,Regular,52.38,Y,3,3,Y,1,,N,,,,,,Y
,"Vic Firth Pad6 Practice Pad","Vic Firth Pad6 Practice Pad

Available with soft rubber for quiet practice. Features a non-skid rubber base and an 8mm. mounting thread for use on a cymbal stand.","Practice Pad",D-Pad6,Regular,39.05,Y,-1,-1,Y,1,,N,,,,,,Y
,"Evolution Drone Reed Tongues Easy","Easy strength replacement tongues for Evolution Drone Reeds.","Reeds - Drone",BP-K-DR-Evo-Teasy,Regular,25.00,Y,1,1,Y,0,,N,,,,,,Y
,"Evolution Drone Reed Tongues Regular","Regular strength replacement tongues for Evolution Drone Reeds.","Reeds - Drone",BP-K-DR-Evo-T,Regular,25.00,Y,1,1,Y,0,,N,,,,,,Y
,"Evolution Drone Reeds","Kinnaird Evolution Drone Reeds - The Kinnaird Carbon Fibre Drone reed was redesigned in 2013 to improve the brightness and brilliance of the tenor reeds. The Kinnaird Evolution Drone Reeds are bright but not buzzy. The very popular Kinnaird Bass reed is largely the same as the previous design with slightly more power. Similar to the Kinnaird Carbon Fibre Reed, a metal set screw and allen key allows for easy adjustment of tuning height. The reed body and seats are glass fibre and stronger than other reeds. Pitch adjustment is with the tuning screw in the nose cone. The o-ring bridle is used to control air flow. These reeds are extremely air efficient. They are easy to set-up and offer excellent moisture resistance. The reeds have a curved carbon fibre molded tongue. If you play an easy reed or struggle with your pipes, consider the ""Easy"" version which come set up out of the box easier than our regular reeds.","Reeds - Drone",BP-K-DR-Evo,Regular,133.33,Y,1,1,Y,1,,N,,,,,,Y
,"Replacement Blades Shepherd Original Synth Drone ","This set of Replacement tongues are meant for the Shepherd Original Plastic Drone Reeds. If you are not sure what model of drone reeds that you have, look at the colour of the tongues. They should be white for the Original Plastic Reeds. These are easy to replace and will give you lots of care free playing time. Sold in a complete set, 1 bass and 2 tenor. ","Reeds - Drone",RP35,Regular,15.24,Y,3,3,Y,0,,N,,,,,,Y
,"Replacement Blades Shepherd SM90 Synth Drone ","This set of Replacement tongues are meant for the Shepherd SM90 drone reeds. If you are not sure what model of drone reeds that you have, look at the colour of the tongues. They should be blue for the SM90 Reeds. These are easy to replace and will give you lots of care free playing time. Sold in a complete set, 1 bass and 2 tenor.","Reeds - Drone",RP35B,Regular,15.24,Y,2,2,Y,0,,N,,,,,,Y
,"Selbie Synthetic Drone Reed Replacement Tongues","The Selbie replacement tongues are made for Selbie drone reeds. These tongues are easy to replace. Replacing the tongues will enhance the life of your Selbie drone reeds. These are sold as for a complete set of reeds, 1 bass and 2 tenors. ","Reeds - Drone",BR-SelbieT,Regular,20.00,Y,0,0,Y,0,,N,,,,,,Y
,"Selbie Synthetic Drone Reeds - Set","Selbie Drone Reeds Made by Neil Selbie of Scotland. These are a good quality drone reed that fit in most makes of bagpipes. They will give your pipes a nice full bodied tone. Sold in sets of 2 tenor, 1 bass. On these reeds, the tongues are replaceable, so you can buy a replacement set if your tongues wear out.","Reeds - Drone",BR-Selbie,Regular,95.00,Y,0,0,Y,0,,N,,,,,,Y
,"Shepherd Cane Drone Reeds -  Set","1 Bass and 2 Tenor Drone Reeds made from Cane by Shepherd.

Final quality testing is carried out on each and every reed before dispatch with air forced through the reeds at just over 1lb per square inch, this is the air pressure produced by pipers when ","Reeds - Drone",BR-Set-Cane-Shepherd,Regular,38.09,Y,0,0,Y,0,,N,,,,,,Y
,"Shepherd Cane Drone Reeds Bass","Bass Drone Reeds made from Cane","Reeds - Drone",R02,Regular,15.00,Y,8,8,Y,2,,N,,,,,,Y
,"Shepherd Cane Drone Reeds Tenor","Tenor Drone Reeds made from Cane","Reeds - Drone",R02T,Regular,15.00,Y,16,16,Y,4,,N,,,,,,Y
,"Shepherd Synthetic Drone Reeds SM90","Shepherd SM90 Drone Reeds - These reeds are the next generation to the Shepherd all plastic drone reeds. They give a better tone that the original Shepherd Plastic drone reeds, and have a telescopic adjustment to allow for optimum tuning for your drones. These are sold as a set of 2 tenors and 1 bass. Extra tongues are available. These do not require any playing in time. ","Reeds - Drone",SM90,Regular,75.00,Y,0,0,Y,0,,N,,,,,,Y
,"Complete Setting","Place settings are rented in groups of 8 (a standard round table size).  Table cloths are 90 inches round.  Settings include plate, bowl, salad plate, mug, wine glass and cutlery.  Also included is 1 water pitcher, 1 salt & pepper set, and centerpiece",Rentals,R-Dishes-Complete,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Cutlery 1 settings","Cutlery - Fork + Knife + Spoon + Soup Spoon + Desert Fork.  Rental for 48 hours",Rentals,R-Cutlery,Regular,1.00,Y,48,48,Y,0,,N,,,,,,Y
,"Dishes 1 Place Setting","Dishes - Salad Plate + Plate + Coffee Mug + Bowl.   Rental for 48 hours.",Rentals,R-Dishes,Regular,3.50,Y,48,48,Y,0,,N,,,,,,Y
,"Dishes 8 Place Settings (Rental)","Place settings are rented in groups of 8 (a standard round table size). Settings include plate, bowl, salad plate, mug, and cutlery.  ",Rentals,R-Dishes-8Setting,Regular,24.00,Y,0,0,Y,0,,N,,,,,,Y
,"Gold Table Cloth","Gold Table Clothes  Rental for 48 hours.

Terms and Conditions Apply.  See our Rental Terms.",Rentals,R-TC-G,Regular,5.00,Y,6,6,Y,0,,N,,,,,,Y
,"Salt And Pepper","Salt And Pepper",Rentals,R-SP,Regular,1.15,Y,0,0,Y,0,,N,,,,,,Y
,"Water Pitcher","2L Water Jugs  Rental for 48 hours

Terms and Conditions Apply.  See our Rental Terms.",Rentals,R-Water,Regular,1.00,Y,10,10,Y,0,,N,,,,,,Y
,"Wine Glass ","Wine Glass Rental for 48 hours.

Terms and Conditions Apply.  See our Rental Terms.",Rentals,R-Wine,Regular,1.00,Y,55,55,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 1","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-1,Regular,76.19,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 1.5","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-1.5,Regular,76.19,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 10","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-10,Regular,76.19,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 10.5","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-10.5,Regular,76.19,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 11","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-11,Regular,76.19,Y,0,0,Y,1,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 11.5","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-11.5,Regular,76.19,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 12.5","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-12.5,Regular,76.19,Y,0,0,Y,0,,N,,,,,,Y
